strategy,run,timeSeconds,remainingTrashMass,remainingTrashCount,collectionRate,idleAgentCount,idleAgentRate,zoneImbalance
random,0,311.0,1338,1170,0.21936989498249704,11,0.55,2954.701388888889
random,0,312.0,1338,1170,0.21936989498249704,11,0.55,2954.701388888889
random,0,313.0,1333,1165,0.22228704784130693,13,0.65,2951.5377604166665
random,0,314.0,1333,1165,0.22228704784130693,11,0.55,2951.5377604166665
random,0,315.0,1333,1165,0.22228704784130693,11,0.55,2951.5377604166665
random,0,316.0,1333,1165,0.22228704784130693,11,0.55,2951.5377604166665
random,0,317.0,1330,1162,0.22403733955659277,13,0.65,2947.763888888889
random,0,318.0,1329,1161,0.22462077012835469,12,0.6,2952.114149305556
random,0,319.0,1329,1161,0.22462077012835469,11,0.55,2952.114149305556
random,0,320.0,1329,1161,0.22462077012835469,11,0.55,2952.114149305556
random,0,321.0,1326,1158,0.22637106184364064,12,0.6,2953.498263888889
random,0,322.0,1326,1158,0.22637106184364064,11,0.55,2953.498263888889
random,0,323.0,1326,1158,0.22637106184364064,11,0.55,2953.498263888889
random,0,324.0,1325,1157,0.22695449241540255,12,0.6,2957.9578993055557
random,0,325.0,1325,1157,0.22695449241540255,11,0.55,2957.9578993055557
random,0,326.0,1325,1157,0.22695449241540255,11,0.55,2957.9578993055557
random,0,327.0,1323,1155,0.2281213535589265,12,0.6,2958.9405381944443
random,0,328.0,1323,1155,0.2281213535589265,11,0.55,2958.9405381944443
random,0,329.0,1323,1155,0.2281213535589265,11,0.55,2958.9405381944443
random,0,330.0,1321,1153,0.22928821470245042,12,0.6,2962.950954861111
random,0,331.0,1321,1153,0.22928821470245042,11,0.55,3055.172634548611
random,0,332.0,1320,1152,0.22987164527421233,12,0.6,3055.6118706597226
random,0,333.0,1320,1152,0.22987164527421233,11,0.55,3055.6118706597226
random,0,334.0,1320,1152,0.22987164527421233,11,0.55,3055.6118706597226
random,0,335.0,1316,1148,0.2322053675612602,13,0.65,3067.748263888889
random,0,336.0,1315,1147,0.23278879813302222,12,0.6,3068.1940104166665
random,0,337.0,1315,1147,0.23278879813302222,11,0.55,3068.1940104166665
random,0,338.0,1315,1147,0.23278879813302222,11,0.55,3068.1940104166665
random,0,339.0,1314,1146,0.23337222870478413,12,0.6,3072.6510416666665
random,0,340.0,1310,1142,0.235705950991832,12,0.6,3083.4166666666665
random,0,341.0,1310,1142,0.235705950991832,11,0.55,3083.4166666666665
random,0,342.0,1309,1141,0.23628938156359391,12,0.6,3083.867621527778
random,0,343.0,1308,1140,0.23687281213535594,12,0.6,3088.423611111111
random,0,344.0,1308,1140,0.23687281213535594,11,0.55,3088.423611111111
random,0,345.0,1305,1137,0.23862310385064178,12,0.6,3096.789822048611
random,0,346.0,1303,1136,0.23978996499416572,12,0.6,3102.5137803819443
random,0,347.0,1303,1136,0.23978996499416572,11,0.55,3102.5137803819443
random,0,348.0,1303,1136,0.23978996499416572,11,0.55,3102.5137803819443
random,0,349.0,1303,1136,0.23978996499416572,11,0.55,3102.5137803819443
random,0,350.0,1303,1136,0.23978996499416572,11,0.55,3102.5137803819443
random,0,351.0,1302,1135,0.24037339556592763,12,0.6,3102.968641493056
random,0,352.0,1302,1135,0.24037339556592763,11,0.55,3102.968641493056
random,0,353.0,1301,1134,0.24095682613768965,12,0.6,3105.873263888889
random,0,354.0,1300,1133,0.24154025670945156,12,0.6,3108.8071831597226
random,0,355.0,1300,1133,0.24154025670945156,11,0.55,3108.8071831597226
random,0,356.0,1299,1132,0.24212368728121358,12,0.6,3113.450412326389
random,0,357.0,1299,1132,0.24212368728121358,11,0.55,3113.450412326389
random,0,358.0,1298,1131,0.2427071178529755,12,0.6,3116.4097222222226
random,0,359.0,1297,1130,0.2432905484247374,12,0.6,3119.398328993056
random,0,360.0,1296,1129,0.24387397899649943,13,0.65,3119.8583984375
random,0,361.0,1296,1129,0.24387397899649943,12,0.6,3119.8583984375
random,0,362.0,1296,1129,0.24387397899649943,12,0.6,3119.8583984375
random,0,363.0,1296,1129,0.24387397899649943,12,0.6,3119.8583984375
random,0,364.0,1295,1128,0.24445740956826134,13,0.65,3120.331488715278
random,0,365.0,1295,1128,0.24445740956826134,12,0.6,3120.331488715278
random,0,366.0,1294,1127,0.24504084014002336,13,0.65,3123.3467881944443
random,0,367.0,1294,1127,0.24504084014002336,12,0.6,3123.3467881944443
random,0,368.0,1294,1127,0.24504084014002336,12,0.6,3123.3467881944443
random,0,369.0,1294,1127,0.24504084014002336,12,0.6,3123.3467881944443
